3020877,PULM DIS JOUR CLUB,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020878,PULM DISE CASE SEM,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020883,MICRO BACT FUNG   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020883,MICRO BACT FUNG   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020884,MECH ACT RES ANTI ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020884,MECH ACT RES ANTI ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020885,CLIN CAR          ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,0800-0900,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020885,CLIN CAR          ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,0900-1600,OBROM,IA   ,STAFF,STAFF                  ,                    ,                    ,                    ,150,16/01/2559 20:00
3020886,CLIN PULMO        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,0800-0900,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020886,CLIN PULMO        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,0900-1600,OBROM,IA   ,STAFF,STAFF                  ,                    ,                    ,                    ,150,16/01/2559 20:00
3020887,CLIN ENDOCRINO    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020887,CLIN ENDOCRINO    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020888,INTERD INFECT CONF,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020891,CLIN GASTROENTERO ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020891,CLIN GASTROENTERO ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020892,NEURO EMERG       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020893,CLIN INFEC DIS    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020893,CLIN INFEC DIS    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020894,DOC DISSERT SEM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020897,QUALIFYING EXAM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020903,ADVANCED HEMATO   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020905,INFECT IMMUN HOSTS,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3020907,HEMATOPATHOLOGY   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020912,PSTHOPHY CARDIO   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3020912,PSTHOPHY CARDIO   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3020914,ADV CLIN CARDIO   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020915,CARDIOLOGY CLINIC ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020916,INTEN CARD PROGRAM,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020917,INVA INVEST CARDIO,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
