3200101,PROF DEV I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,FR,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212602,PEDIA CLIN III    ,1  ,3212601                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212732,BIOMED SCI SEM    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212737,ADV CLI SPE MED I ,1  ,COREQ 3212736                                                                   ,          ,         ,          ,TDF      ,2  ,CLIN ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN15,625  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212738,SED GA PED CLI I  ,1  ,COREQ 3212736                                                                   ,          ,         ,          ,TDF      ,1  ,CLIN ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN15,625  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212745,PREV DENT CHILD   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,0930-1030,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212751,CASE STUDY I      ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,DISC ,MO,  ,  ,  ,  ,  ,  ,1300-1400,DENT2,IA   ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212757,CASE CONFERENCE I ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,IA   ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212761,ADV CLIN PD I     ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212762,ADV CLIN PD II    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212811,THESIS            ,12 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,0900-1600,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212863,SEM DENT PUB HLTH ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,MO,  ,  ,  ,  ,  ,  ,0900-1100,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212869,PRE ORT PEDIA CLIN,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,1300-1600,DEN15,625  ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212870,ORTHO PED CLIN I  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,625  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3212871,PED DENT SEM II   ,2  ,3212731                                                                         ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,1300-1500,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212872,ORTHO PED CLIN III,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,625  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3212873,ORTHO PED CLIN IV ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,625  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3212874,ORTHO PED CLIN II ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3212876,ADV CL PED III    ,4  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,0900-1600,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3212877,CRAN GROW REL SYND,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,FR,  ,  ,  ,  ,  ,  ,1000-1100,DENT2,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3212934,DENT SPEC CHILD   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,IA   ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212941,PED DENT SEM III  ,2  ,3212731  3212871                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,0900-1000,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00,16/01/2559 20:00
3212941,PED DENT SEM III  ,2  ,3212731  3212871                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,1000-1100,DENT2,2005 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00,16/01/2559 20:00
3212971,TCHG PRAC PED I   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3212972,TCHG PRAC PED II  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,0900-1200,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3213111,BIOMOLECULES      ,1  ,2302169                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,MO,  ,  ,  ,  ,  ,  ,0900-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,1  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,10 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,11 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,12 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,13 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,14 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,2  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,3  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,4  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3213112,FUND BIOCHEM LAB  ,1  ,2302179                                                                         ,          ,         ,          ,TDF      ,5  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DEN14,217  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
