3100507,VET SOC           ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,OCS                          ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,10 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,11 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,12 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,13 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,14 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,15 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,16 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,2  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,3  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,4  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,5  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,6  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,7  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,8  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144603,POUL CLIN LAB PRAC,1  ,3144405                                                                         ,          ,         ,          ,TDF      ,9  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144604,POUL CLIN FLD PRAC,2  ,3144507                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144605,RUM CLIN FLD PRAC ,2  ,31444073144408                                                                 ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00,16/01/2559 20:00
3144605,RUM CLIN FLD PRAC ,2  ,31444073144408                                                                 ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00,16/01/2559 20:00
